Episode,Reward,RewardPerStep
0,11.661832125421215,0.11661832125421215
1,6.622750844732678,0.06622750844732678
2,11.323979822341164,0.11323979822341164
3,9.18335760355383,0.0918335760355383
4,7.370658497298321,0.07370658497298321
5,6.195631578759508,0.061956315787595084
6,9.282530657223079,0.09282530657223079
7,8.134694805329325,0.08134694805329325
8,3.6725434280641602,0.0367254342806416
9,5.156546890784199,0.05156546890784199
10,9.96599870703681,0.0996599870703681
11,8.661823189944437,0.08661823189944437
12,10.139334257955673,0.10139334257955673
13,5.735624368266147,0.05735624368266147
14,14.558926115731902,0.14558926115731902
15,6.303764341155525,0.06303764341155525
16,4.195871601885373,0.04195871601885373
17,7.344185963207468,0.07344185963207468
18,9.232248834207097,0.09232248834207096
19,7.611698610694372,0.07611698610694372
20,14.044518314302932,0.1404451831430293
21,7.750215865737031,0.07750215865737031
22,4.987326967133307,0.04987326967133307
23,7.316395725210017,0.07316395725210018
24,8.084154717511366,0.08084154717511366
25,11.382088952119979,0.11382088952119979
26,7.506738928796289,0.07506738928796289
27,5.008769988327945,0.05008769988327945
28,3.584910670727519,0.03584910670727519
29,8.117931582447326,0.08117931582447327
30,16.81110301747441,0.16811103017474407
31,4.152461481966308,0.04152461481966308
32,9.105797975675246,0.09105797975675246
33,16.582332843213997,0.16582332843213998
34,9.113635987108529,0.09113635987108529
35,11.957209229933396,0.11957209229933395
36,6.295133077430203,0.06295133077430203
37,9.788450228514298,0.09788450228514298
38,6.259229746055932,0.06259229746055932
39,25.073661262353703,0.250736612623537
40,4.811351568517041,0.04811351568517041
41,4.9193670640138025,0.04919367064013803
42,16.840724603891037,0.16840724603891036
43,7.712431617149079,0.07712431617149079
44,5.393016396532511,0.05393016396532511
45,8.224035421108052,0.08224035421108052
46,4.168275809482829,0.041682758094828284
47,15.161057447786932,0.15161057447786933
48,4.892473943015366,0.04892473943015366
49,4.860355775738805,0.04860355775738805
50,17.749469877873096,0.17749469877873097
51,12.376075475200688,0.12376075475200687
52,12.983778993121373,0.12983778993121373
53,3.628657590416354,0.03628657590416354
54,16.10519407838867,0.1610519407838867
55,8.367084357578827,0.08367084357578827
56,5.24567027707346,0.052456702770734595
57,7.711024451579406,0.07711024451579405
58,4.822269684511138,0.04822269684511138
59,5.273950352808193,0.052739503528081925
60,6.624477813858975,0.06624477813858974
61,8.925966617142945,0.08925966617142946
62,8.241895829667577,0.08241895829667577
63,12.934535295433834,0.12934535295433836
64,5.157815951871031,0.05157815951871031
65,6.604039336136006,0.06604039336136007
66,5.327594010364427,0.05327594010364427
67,4.915870504752715,0.04915870504752715
68,6.861602361770498,0.06861602361770498
69,6.344770911367288,0.06344770911367288
70,7.713863589402249,0.07713863589402249
71,5.62786369029998,0.05627863690299981
